id,cloud provider,Total Ram,Total CPU,Total Disk Space (GB),Cpu Utilization,Network Latency (milliseconds),Cost Per Year ($),Average IOPS,classification
476,AWS,1,1,8,83.61,145,162.6,845,overutilized
477,GCP,2,1,8,83.31,101,202.6,908,overutilized
478,AWS,2,1,8,63.72,139,204,966,optimal
479,AWS,16,8,16,44.59,88,1056.6,1132,underutilized
480,AWS,8,1,8,90.36,82,445.2,740,overutilized
481,AWS,2,1,8,86.96,102,203.4,836,overutilized
482,GCP,32,16,16,69.58,107,2026.6,1060,optimal
483,AWS,4,2,8,80.4,54,323.2,756,overutilized
484,AWS,1,1,8,84.63,87,161.8,807,overutilized
485,AWS,16,8,16,80.91,92,1058.4,824,overutilized
486,AWS,2,1,8,91.13,129,203.8,914,overutilized
487,GCP,64,16,32,83.99,139,3314.8,1552,overutilized
488,AWS,16,4,16,93.43,91,889.6,1046,overutilized
489,AWS,32,16,16,66.55,142,2028,1054,overutilized
490,AWS,16,8,16,61.92,149,1058.6,1045,overutilized
491,AWS,2,1,8,52.84,144,203.4,736,overutilized
492,GCP,1,1,8,68.24,64,162.4,784,optimal
493,AWS,64,16,32,61.34,116,3320.8,1256,optimal
494,AWS,4,2,8,93.15,58,326,885,overutilized
495,GCP,4,2,8,97.26,143,324.2,851,overutilized
496,AWS,8,1,8,48.73,45,445.4,1052,underutilized
497,GCP,1,1,8,96.08,105,162,845,overutilized
498,AWS,4,1,8,55.55,145,283.6,943,overutilized
499,AWS,32,16,16,86.37,134,2020.8,965,overutilized
500,AWS,8,2,8,57.17,48,486.4,1033,underutilized
501,On-prem,4,2,8,88.63,154,260.2,993,overutilized
502,AWS,64,16,32,89.68,72,3340.4,1468,overutilized
503,GCP,16,8,16,94.74,145,1051.4,1151,overutilized
504,AWS,16,8,16,48.12,61,1060.4,998,underutilized
505,GCP,32,16,16,92.5,148,2036.4,1057,overutilized
506,AWS,16,8,16,42.03,135,1057.8,834,underutilized
507,AWS,1,1,8,89.11,122,162,805,overutilized
508,AWS,2,1,8,74.41,59,203.6,713,optimal
509,On-prem,32,16,16,52.37,211,1623,1259,underutilized
510,On-prem,8,1,8,70.83,147,356,821,optimal
511,AWS,8,1,8,57.92,49,445,797,underutilized
512,AWS,4,1,8,69.11,49,284.4,689,optimal
513,AWS,1,1,8,78.69,49,161.8,938,optimal
514,AWS,64,16,32,80.14,87,3341.4,1426,overutilized
515,AWS,1,1,8,69.76,50,163.2,887,optimal
516,GCP,1,1,8,66.54,118,162.8,642,optimal
517,On-prem,16,8,16,52.08,123,845.8,932,underutilized
518,AWS,2,1,8,62.66,128,202.8,959,optimal
519,AWS,64,16,32,55.07,132,3322,1585,underutilized
520,GCP,2,1,8,44.37,140,203.8,727,underutilized
521,AWS,2,1,8,65.92,143,203,816,overutilized
522,On-prem,8,2,8,75.34,110,391.4,826,optimal
523,AWS,4,1,8,77.78,101,283.6,928,optimal
524,AWS,32,16,16,66.86,129,2035.6,1096,optimal
525,AWS,32,16,16,44.45,86,2023.8,1271,underutilized
526,AWS,4,2,8,40.38,51,324,694,underutilized
527,On-prem,1,1,8,78.29,128,130.2,896,optimal
528,GCP,64,16,32,40.44,69,3336.2,1758,overutilized
529,GCP,8,2,8,56.51,142,488.6,1043,overutilized
530,On-prem,64,16,32,74.92,86,2659.6,1748,overutilized
531,On-prem,8,1,8,73.37,72,359,965,optimal
532,AWS,32,16,16,72.01,78,2039.6,1184,optimal
533,On-prem,32,16,16,87.06,228,1624.6,1185,overutilized
534,GCP,32,16,16,48.75,140,2034.2,1139,underutilized
535,AWS,32,16,16,51.07,144,2025,969,overutilized
536,AWS,1,1,8,86.9,77,162.4,726,overutilized
537,AWS,64,16,32,45.6,41,3335.6,1339,underutilized
538,AWS,16,8,16,53.69,125,1053,811,underutilized
539,GCP,16,4,16,46.59,107,895.2,788,underutilized
540,AWS,16,4,16,71.07,125,894.6,1058,optimal
541,On-prem,4,1,8,94.99,284,228.4,963,overutilized
542,AWS,64,16,32,82.47,135,3341.8,1502,overutilized
543,GCP,32,16,16,60.87,88,2027.6,1022,optimal
544,GCP,8,1,8,48.65,83,447.4,775,underutilized
545,On-prem,4,2,8,70.25,50,259.8,708,optimal
546,AWS,32,16,16,83.77,85,2024.4,1247,overutilized
547,On-prem,1,1,8,89.82,139,130.4,715,overutilized
548,AWS,64,16,32,91.37,79,3313.8,1592,overutilized
549,AWS,16,4,16,91.69,49,892,1125,overutilized
550,AWS,2,1,8,81.76,90,202.2,938,overutilized
551,AWS,4,2,8,54.13,129,326.2,803,underutilized
552,AWS,64,16,32,83.5,140,3326.2,1444,overutilized
553,AWS,64,16,32,68.22,44,3326,1366,optimal
554,AWS,16,4,16,71.61,140,897,938,optimal
555,GCP,32,16,16,92.62,58,2031.8,1241,overutilized
556,GCP,8,1,8,63.39,130,447.2,1000,optimal
557,AWS,1,1,8,84.17,145,161.6,765,overutilized
558,AWS,2,1,8,63.28,54,202.2,665,optimal
559,On-prem,2,1,8,78.32,134,162.4,896,optimal
560,GCP,32,16,16,58.61,87,2030.8,1338,underutilized
561,GCP,64,16,32,41.77,83,3330.8,1221,underutilized
562,On-prem,2,1,8,83.29,144,162,705,overutilized
563,On-prem,64,16,32,74.6,60,2656.6,1720,overutilized
564,AWS,8,1,8,91.96,50,444.8,853,overutilized
565,GCP,64,16,32,69.36,75,3342.6,1629,optimal
566,GCP,2,1,8,42.36,86,203.4,814,underutilized
567,AWS,64,16,32,66.19,109,3333.4,1632,optimal
568,On-prem,1,1,8,69.1,90,129.6,800,optimal
569,AWS,4,2,8,75.84,44,325,676,optimal
570,AWS,32,16,16,48.65,46,2030.8,1137,underutilized
571,AWS,8,2,8,67.28,67,489.6,814,optimal
572,On-prem,8,1,8,51.88,197,358.8,900,underutilized
573,On-prem,64,16,32,91.36,265,2662.8,1539,overutilized
574,AWS,8,2,8,80.77,134,489.2,777,overutilized
575,AWS,32,16,16,59.75,114,2029.6,1349,underutilized
576,AWS,16,8,16,50.28,130,1051.8,1097,underutilized
577,AWS,16,4,16,84.78,58,892,805,overutilized
578,On-prem,2,1,8,87.37,282,162.6,719,overutilized
579,On-prem,16,4,16,77.64,86,717.8,828,optimal
580,AWS,2,1,8,84.81,120,203.6,776,overutilized
581,GCP,32,16,16,84.51,73,2034.8,1275,overutilized
582,GCP,8,1,8,75,93,445,849,optimal
583,AWS,32,16,16,48.46,126,2037.6,1324,underutilized
584,GCP,32,16,16,51.83,46,2026.8,1069,underutilized
585,AWS,16,4,16,53.03,96,897,1107,underutilized
586,GCP,64,16,32,91.59,78,3343.8,1615,overutilized
587,On-prem,64,16,32,50.92,109,2664.6,1761,overutilized
588,On-prem,16,8,16,45.53,99,845.4,926,underutilized
589,On-prem,2,1,8,95.07,71,162,662,overutilized
590,AWS,2,1,8,50.37,86,203,862,underutilized
591,AWS,4,1,8,91.58,85,283.2,744,overutilized
592,GCP,8,1,8,61.56,107,445.4,818,optimal
593,AWS,1,1,8,42.57,49,162.6,717,underutilized
594,AWS,2,1,8,59.51,136,203.4,773,underutilized
595,GCP,64,16,32,70.22,135,3340.8,1509,optimal
596,GCP,8,2,8,42.03,137,489.4,944,underutilized
597,AWS,2,1,8,61.46,149,203,760,overutilized
598,GCP,1,1,8,64.14,70,163,688,optimal
599,AWS,64,16,32,78.9,139,3329,1342,optimal
600,AWS,1,1,8,80.16,114,163,862,overutilized
601,GCP,4,1,8,41.75,116,285.6,928,underutilized
602,AWS,32,16,16,48.33,93,2033.8,1103,underutilized
603,AWS,8,1,8,96.48,100,445.4,874,overutilized
604,On-prem,32,16,16,78.6,279,1625.2,1169,optimal
605,GCP,32,16,16,67.27,81,2022.4,1139,optimal
606,AWS,32,16,16,41.48,124,2021.8,1114,underutilized
607,On-prem,16,8,16,90.6,284,844.6,1115,overutilized
608,AWS,1,1,8,68.63,74,161.8,931,optimal
609,AWS,64,16,32,65.51,92,3323.8,1390,optimal
610,AWS,16,4,16,66.07,130,893.4,826,optimal
611,GCP,8,2,8,73.96,50,487.4,764,optimal
612,GCP,2,1,8,88.37,81,202.8,661,overutilized
613,AWS,2,1,8,76.53,77,203.2,801,optimal
614,GCP,1,1,8,59.03,48,162.2,859,underutilized
615,On-prem,16,8,16,67.03,100,845.6,1123,optimal
616,On-prem,1,1,8,51.92,83,129.6,887,underutilized
617,On-prem,32,16,16,62.16,116,1625,1227,optimal
618,AWS,1,1,8,86.5,68,161.8,918,overutilized
619,GCP,1,1,8,51.4,42,162.4,758,underutilized
620,AWS,2,1,8,80.47,76,202.6,863,overutilized
621,AWS,2,1,8,73.89,43,202.2,899,optimal
622,AWS,8,2,8,56.14,52,488.6,801,underutilized
623,GCP,2,1,8,70.01,94,202.4,903,optimal
624,AWS,64,16,32,46.2,68,3340.8,1676,underutilized
625,GCP,1,1,8,74.47,99,162.4,780,optimal
626,AWS,4,2,8,68.66,94,325.2,717,optimal
627,GCP,32,16,16,92.67,143,2036.4,1103,overutilized
628,On-prem,32,16,16,59.88,187,1619,1236,underutilized
629,AWS,64,16,32,84.58,97,3328.8,1556,overutilized
630,On-prem,4,2,8,56.32,244,259.2,797,underutilized
631,AWS,4,2,8,96,90,324.4,858,overutilized
632,AWS,16,4,16,43.8,53,893.2,974,underutilized
633,On-prem,1,1,8,95.05,108,129.8,795,overutilized
634,On-prem,8,1,8,52.63,84,358,956,underutilized
635,On-prem,4,1,8,82.76,136,227.4,911,overutilized
636,AWS,2,1,8,55.1,73,202,720,underutilized
637,AWS,4,2,8,81.76,63,326.2,920,overutilized
638,AWS,1,1,8,75.69,85,161.6,767,optimal
639,AWS,16,8,16,41.47,147,1053.8,1041,overutilized
640,AWS,32,16,16,83.36,109,2029.2,1336,overutilized
641,GCP,8,2,8,87.92,82,487.6,808,overutilized
642,AWS,64,16,32,40.65,60,3327,1767,overutilized
643,AWS,8,1,8,92.67,123,445,913,overutilized
644,AWS,8,1,8,61.8,82,448.6,809,optimal
645,On-prem,64,16,32,43.9,284,2666.2,1406,overutilized
646,AWS,16,4,16,44.23,110,895,1141,underutilized
647,On-prem,32,16,16,90.84,119,1628.8,958,overutilized
648,GCP,16,4,16,95.97,65,889,799,overutilized
649,AWS,32,16,16,59.49,80,2020.4,1100,underutilized
650,AWS,1,1,8,77.45,55,163,650,optimal
651,On-prem,32,16,16,71.36,293,1628.4,1158,overutilized
652,AWS,8,2,8,80.55,57,487.2,1050,overutilized
653,AWS,2,1,8,65.11,108,203.4,786,optimal
654,On-prem,1,1,8,73.13,121,129.4,682,optimal
655,GCP,2,1,8,48.76,130,203,688,underutilized
656,AWS,32,16,16,55.7,135,2029,1316,underutilized
657,AWS,1,1,8,60.54,128,161.6,701,optimal
658,On-prem,64,16,32,47.39,131,2669.2,1431,underutilized
659,GCP,64,16,32,47.62,60,3339.2,1506,underutilized
660,AWS,32,16,16,77.72,83,2034.8,1115,optimal
661,GCP,32,16,16,55.6,99,2021.6,1305,underutilized
662,AWS,4,1,8,65.49,88,285,900,optimal
663,GCP,64,16,32,61.32,93,3337.8,1712,overutilized
664,AWS,4,1,8,60.09,134,284.2,837,optimal
665,AWS,2,1,8,82.79,132,203,747,overutilized
666,On-prem,1,1,8,97.9,162,129.2,752,overutilized
667,AWS,8,2,8,76.18,113,487.2,997,optimal
668,On-prem,4,2,8,88.2,64,259.8,965,overutilized
669,GCP,64,16,32,84.24,77,3327,1309,overutilized
670,AWS,2,1,8,71.72,82,202.2,769,optimal
671,GCP,4,1,8,83.04,64,284.6,819,overutilized
672,AWS,16,8,16,61.46,104,1051.2,1062,optimal
673,AWS,32,16,16,86.68,92,2029.2,937,overutilized
674,GCP,16,8,16,45.95,118,1059.8,925,underutilized
675,AWS,8,2,8,70.44,124,486,715,optimal
676,AWS,8,2,8,47.5,94,485.4,840,underutilized
677,AWS,4,1,8,46.72,103,284,676,underutilized
678,On-prem,8,1,8,97.65,239,356.4,959,overutilized
679,AWS,32,16,16,50.17,65,2032,1252,underutilized
680,GCP,1,1,8,86.13,132,162.2,903,overutilized
681,AWS,8,2,8,74.26,144,487,1041,overutilized
682,On-prem,8,2,8,75.01,79,389.4,1040,optimal
683,GCP,16,4,16,54.94,52,889,895,underutilized
684,On-prem,8,2,8,70.27,51,390.8,992,optimal
685,AWS,64,16,32,42.62,129,3345.6,1445,underutilized
686,GCP,32,16,16,75.88,127,2021,1096,optimal
687,GCP,1,1,8,56.67,84,163,715,underutilized
688,GCP,4,2,8,42.99,82,323.4,690,underutilized
689,AWS,1,1,8,47.43,131,162.2,830,underutilized
690,On-prem,64,16,32,97.43,226,2666.8,1594,overutilized
691,AWS,32,16,16,97.88,60,2026,1065,overutilized
692,AWS,2,1,8,88.13,58,203.6,946,overutilized
693,GCP,32,16,16,55.16,75,2026.4,1120,underutilized
694,On-prem,64,16,32,40.02,300,2662.2,1534,overutilized
695,On-prem,8,2,8,88.66,178,389.8,907,overutilized
696,AWS,64,16,32,73.28,79,3321.4,1386,optimal
697,AWS,16,4,16,91.21,44,889,941,overutilized
698,GCP,1,1,8,72.37,136,162,808,optimal
699,On-prem,2,1,8,69.76,184,162,864,optimal
700,GCP,2,1,8,51.11,116,203.2,807,underutilized
701,GCP,16,4,16,95.58,121,890.6,990,overutilized
702,On-prem,64,16,32,74.94,108,2668,1236,optimal
703,AWS,64,16,32,72.4,72,3337.8,1527,optimal
704,AWS,1,1,8,40.68,93,162.8,660,underutilized
705,AWS,32,16,16,47.56,141,2025,999,overutilized
706,AWS,1,1,8,47.44,89,162,896,underutilized
707,AWS,2,1,8,93.95,80,202.4,815,overutilized
708,AWS,16,8,16,42.88,46,1051,879,underutilized
709,GCP,32,16,16,43.51,67,2027.8,1239,underutilized
710,GCP,4,1,8,93.71,71,284,679,overutilized
711,AWS,4,2,8,66.84,133,323.2,995,optimal
712,AWS,1,1,8,43.01,123,162.2,836,underutilized
713,GCP,64,16,32,94.16,65,3335.4,1367,overutilized
714,GCP,16,4,16,93.36,90,893,956,overutilized
715,AWS,16,4,16,78.56,60,889.8,1084,optimal
716,AWS,8,1,8,91.53,142,445.2,940,overutilized
717,On-prem,16,4,16,40.25,72,714.6,995,underutilized
718,GCP,16,8,16,58.85,110,1053.6,847,underutilized
719,GCP,16,8,16,85.54,132,1055.4,868,overutilized
720,AWS,2,1,8,58.55,118,204,811,underutilized
721,GCP,64,16,32,65.25,60,3315.4,1284,optimal
722,On-prem,32,16,16,74.09,244,1621.2,1079,optimal
723,AWS,32,16,16,88.2,51,2024.4,1081,overutilized
724,GCP,4,1,8,48.2,107,284.6,779,underutilized
725,GCP,8,2,8,56.34,144,485.6,768,overutilized
726,GCP,2,1,8,94.42,104,202.2,658,overutilized
727,AWS,4,1,8,65.49,132,285,929,optimal
728,GCP,8,1,8,46.34,105,448.6,847,underutilized
729,AWS,2,1,8,46.65,75,203,842,underutilized
730,GCP,4,2,8,97.02,59,324.2,831,overutilized
731,AWS,16,4,16,69.06,83,892.2,788,optimal
732,AWS,1,1,8,42.66,51,162,888,underutilized
733,GCP,64,16,32,85.16,117,3341.8,1398,overutilized
734,AWS,32,16,16,59.53,42,2038.4,1109,underutilized
735,On-prem,16,4,16,86.69,266,714.6,856,overutilized
736,GCP,16,4,16,67.88,50,894.4,916,optimal
737,On-prem,4,1,8,82.46,248,227,827,overutilized
738,AWS,2,1,8,65.65,99,202.2,861,optimal
739,On-prem,16,4,16,82.25,83,715.2,818,overutilized
740,GCP,32,16,16,95.43,118,2025.6,964,overutilized
741,AWS,1,1,8,71.72,72,162.8,824,optimal
742,On-prem,32,16,16,80.44,248,1616.8,1074,overutilized
743,GCP,2,1,8,88.97,99,202.8,926,overutilized
744,AWS,64,16,32,43.42,142,3337.6,1634,overutilized
745,On-prem,2,1,8,64.92,210,162.2,713,optimal
746,AWS,2,1,8,44.55,137,202.4,900,underutilized
747,AWS,4,1,8,84.32,74,283.8,921,overutilized
748,On-prem,1,1,8,76.97,77,130,740,optimal
749,AWS,1,1,8,80.17,146,162.8,937,overutilized
750,On-prem,4,2,8,86.2,282,258.8,933,overutilized
751,AWS,8,2,8,40.72,145,487.4,787,overutilized
752,AWS,8,2,8,97.05,62,485,1041,overutilized
753,GCP,1,1,8,69.16,102,162.8,859,optimal
754,On-prem,16,4,16,83.15,198,713,1069,overutilized
755,AWS,4,2,8,53.09,133,324.4,973,underutilized
756,GCP,2,1,8,69.05,41,202.6,859,optimal
757,On-prem,8,1,8,86.49,93,357.2,959,overutilized
758,On-prem,32,16,16,76.49,180,1627.4,1107,optimal
759,AWS,32,16,16,57.92,149,2036.8,998,overutilized
760,AWS,4,1,8,75.75,40,283,958,optimal
761,AWS,4,2,8,79.45,116,324.4,730,optimal
762,On-prem,32,16,16,91.4,138,1618.6,1230,overutilized
763,GCP,2,1,8,77.11,65,202.8,943,optimal
764,AWS,2,1,8,53.06,124,202.6,921,underutilized
765,AWS,1,1,8,44.14,148,162,875,overutilized
766,GCP,2,1,8,94.73,45,202.2,663,overutilized
767,GCP,64,16,32,48.37,110,3326,1321,underutilized
768,On-prem,8,2,8,83.22,190,388.6,1048,overutilized
769,On-prem,64,16,32,89.95,50,2653,1360,overutilized
770,GCP,1,1,8,91.7,83,161.8,732,overutilized
771,AWS,32,16,16,85.26,51,2031.4,1286,overutilized
772,AWS,8,2,8,85.18,99,485.8,1042,overutilized
773,GCP,4,2,8,48.87,115,326.2,954,underutilized
774,AWS,4,2,8,54.42,78,325.2,830,underutilized
775,On-prem,4,1,8,76.03,118,226.4,722,optimal
776,GCP,8,2,8,40.79,113,486.6,751,underutilized
777,GCP,8,2,8,52.22,92,488.2,754,underutilized
778,AWS,4,2,8,87.42,102,325,745,overutilized
779,On-prem,1,1,8,75.25,123,130.2,862,optimal
780,GCP,8,1,8,95.99,105,445.4,918,overutilized
781,AWS,16,4,16,81.44,42,892.8,863,overutilized
782,On-prem,4,1,8,52.86,157,226.6,889,underutilized
783,On-prem,1,1,8,49.15,215,129.6,893,underutilized
784,GCP,32,16,16,42.87,49,2037,1100,underutilized
785,On-prem,8,1,8,61.99,206,357.4,952,optimal
786,GCP,1,1,8,40.64,81,162.6,851,underutilized
787,AWS,64,16,32,63.65,121,3332.8,1637,optimal
788,AWS,32,16,16,74.76,63,2032,1361,optimal
789,GCP,64,16,32,46.79,82,3333.4,1553,underutilized
790,GCP,1,1,8,70.97,77,162.2,781,optimal
791,On-prem,2,1,8,74.26,255,162.8,695,optimal
792,On-prem,64,16,32,67.97,255,2673.8,1608,optimal
793,AWS,64,16,32,79.62,71,3322.4,1367,optimal
794,AWS,16,4,16,80.72,72,892.6,920,overutilized
795,On-prem,64,16,32,41.98,55,2663.8,1748,overutilized
796,GCP,2,1,8,41.09,99,203.2,869,underutilized
797,GCP,8,1,8,94.56,86,446.2,778,overutilized
798,On-prem,64,16,32,41.42,282,2669.4,1724,overutilized
799,AWS,16,4,16,94.53,140,893.6,914,overutilized
800,On-prem,8,1,8,95.77,77,357.4,985,overutilized
801,AWS,16,4,16,70.71,89,892.8,972,optimal
802,GCP,8,2,8,56.84,95,485.4,1036,underutilized
803,GCP,16,4,16,71.01,46,891.2,1003,optimal
804,GCP,8,1,8,86.45,148,446.6,881,overutilized
805,AWS,8,2,8,75.66,141,488.8,786,overutilized
806,AWS,2,1,8,59.06,124,203,820,underutilized
807,AWS,64,16,32,83.86,68,3333.2,1413,overutilized
808,GCP,4,1,8,96.48,142,285.6,939,overutilized
809,On-prem,32,16,16,77.85,145,1631.2,1291,optimal
810,On-prem,16,8,16,93.65,152,841.4,1011,overutilized
811,GCP,4,1,8,69.96,60,284.6,769,optimal
812,GCP,2,1,8,53.28,54,203,773,underutilized
813,AWS,4,2,8,61.25,127,324.8,995,optimal
814,On-prem,8,2,8,58.73,56,388,773,underutilized
815,On-prem,64,16,32,79.68,212,2658.4,1361,optimal
816,GCP,8,2,8,79.32,95,489.4,1050,optimal
817,AWS,2,1,8,61.92,44,202.4,768,optimal
818,AWS,16,8,16,81.93,110,1055.8,880,overutilized
819,AWS,2,1,8,45.94,86,202.4,797,underutilized
820,On-prem,16,8,16,87.73,235,844.2,801,overutilized
821,GCP,64,16,32,84.07,106,3341.8,1668,overutilized
822,GCP,8,1,8,49.17,106,446.4,1022,underutilized
823,AWS,16,4,16,59.8,133,890,778,underutilized
824,AWS,16,4,16,62.24,106,895.4,1089,optimal
825,GCP,1,1,8,53.41,131,162.4,787,underutilized
826,GCP,8,2,8,53.71,43,485.2,776,underutilized
827,GCP,64,16,32,50.54,113,3335,1329,underutilized
828,AWS,32,16,16,68.42,42,2033.4,1071,optimal
829,AWS,4,1,8,48.09,122,284.8,741,underutilized
830,On-prem,1,1,8,60.77,210,129.6,809,optimal
831,GCP,4,2,8,96.75,71,324,756,overutilized
832,AWS,2,1,8,42.68,71,203.8,804,underutilized
833,AWS,1,1,8,65.2,81,162.6,750,optimal
834,GCP,32,16,16,97.2,93,2037.4,1003,overutilized
835,GCP,1,1,8,87.32,128,162,796,overutilized
836,AWS,16,4,16,61.98,73,895.2,1074,optimal
837,AWS,2,1,8,49.4,104,202.6,820,underutilized
838,GCP,4,2,8,42.54,140,323.2,814,underutilized
839,On-prem,2,1,8,66.11,180,162.8,824,optimal
840,GCP,8,2,8,44.12,49,485.8,991,underutilized
841,AWS,32,16,16,94.57,62,2032.2,1355,overutilized
842,AWS,4,1,8,44.24,125,283.4,676,underutilized
843,GCP,8,2,8,76.06,108,487.2,999,optimal
844,On-prem,2,1,8,87.72,292,161.6,690,overutilized
845,GCP,32,16,16,46.94,143,2034.8,1051,overutilized
846,AWS,2,1,8,44.01,66,202.2,691,underutilized
847,AWS,64,16,32,53,120,3337.6,1739,overutilized
848,AWS,16,8,16,45.6,127,1057.6,1057,underutilized
849,AWS,2,1,8,46.19,108,203,672,underutilized
850,AWS,2,1,8,80.77,115,202.4,703,overutilized
851,AWS,4,1,8,93.74,137,285.4,820,overutilized
852,GCP,8,2,8,74.51,113,489,956,optimal
853,On-prem,4,1,8,46.86,276,228.4,906,underutilized
854,AWS,8,1,8,54.22,122,444.8,968,underutilized
855,AWS,16,8,16,68.97,122,1060.6,776,optimal
856,AWS,16,4,16,95.7,130,890.4,797,overutilized
857,GCP,2,1,8,46.47,135,203.2,758,underutilized
858,On-prem,2,1,8,44.51,117,162,887,underutilized
859,GCP,32,16,16,55.97,128,2026,981,underutilized
860,On-prem,1,1,8,61.91,276,129.8,642,optimal
861,On-prem,2,1,8,51.8,285,161.8,697,overutilized
862,AWS,32,16,16,42.78,68,2031,1037,underutilized
863,AWS,4,1,8,49.55,125,285,881,underutilized
864,AWS,4,1,8,57.72,84,283.2,966,underutilized
865,AWS,32,16,16,87.66,44,2027.8,1003,overutilized
866,On-prem,16,8,16,82.25,75,843.8,1017,overutilized
867,On-prem,64,16,32,94.18,75,2653.6,1759,overutilized
868,GCP,32,16,16,40.51,105,2024.6,1001,underutilized
869,AWS,16,8,16,51.06,83,1056.2,1074,underutilized
870,On-prem,2,1,8,69.22,67,162.4,662,optimal
871,GCP,8,1,8,49.26,112,448.6,1040,underutilized
872,On-prem,16,4,16,96.9,80,716.4,828,overutilized
873,GCP,64,16,32,71.47,121,3331,1593,optimal
874,On-prem,2,1,8,55.78,133,162.2,805,underutilized
875,On-prem,64,16,32,48.75,278,2650.4,1797,overutilized
876,AWS,1,1,8,77.49,93,162.6,649,optimal
877,AWS,32,16,16,66.09,113,2028.8,1115,optimal
878,AWS,16,8,16,42.48,137,1056.4,940,underutilized
879,AWS,2,1,8,82.38,142,203.6,897,overutilized
880,AWS,32,16,16,69.55,137,2039.6,924,optimal
881,AWS,8,2,8,93.06,131,485.6,868,overutilized
882,AWS,32,16,16,76.48,113,2035.2,937,optimal
883,On-prem,1,1,8,88.98,180,129.4,714,overutilized
884,GCP,1,1,8,65.41,75,162.4,844,optimal
885,On-prem,1,1,8,76.6,257,129.8,671,optimal
886,AWS,2,1,8,41.05,118,202.2,785,underutilized
887,GCP,2,1,8,57.78,147,203,776,overutilized
888,AWS,4,2,8,87.35,137,324.6,886,overutilized
889,AWS,16,8,16,79.97,132,1054.6,796,optimal
890,On-prem,4,1,8,49.87,55,228,918,underutilized
891,AWS,2,1,8,61.79,148,202.2,828,overutilized
892,GCP,2,1,8,43.76,119,203.4,749,underutilized
893,GCP,1,1,8,63.1,125,163,747,optimal
894,GCP,1,1,8,42.61,110,161.8,905,underutilized
895,AWS,2,1,8,64.13,149,202.4,970,overutilized
896,On-prem,64,16,32,74.42,288,2670.8,1793,overutilized
897,GCP,64,16,32,73.07,52,3322.6,1477,optimal
898,AWS,64,16,32,42.45,145,3314.6,1216,overutilized
899,AWS,64,16,32,89.51,75,3330.8,1411,overutilized
900,On-prem,4,2,8,72.99,93,260.2,833,optimal
901,AWS,1,1,8,64.94,141,162.6,741,overutilized
902,AWS,64,16,32,84.9,136,3344.8,1412,overutilized
903,GCP,4,2,8,96.29,106,325,799,overutilized
904,AWS,2,1,8,78.05,53,204,908,optimal
905,AWS,2,1,8,52.39,74,202.8,668,underutilized
906,On-prem,2,1,8,54.65,159,162.8,759,underutilized
907,AWS,16,4,16,74.83,82,889.2,914,optimal
908,AWS,1,1,8,84.07,147,162.8,883,overutilized
909,AWS,2,1,8,55.42,56,203,802,underutilized
910,AWS,32,16,16,83.77,114,2020,993,overutilized
911,AWS,32,16,16,55.31,139,2027.4,1194,underutilized
912,AWS,64,16,32,45.08,55,3314.4,1531,underutilized
913,AWS,1,1,8,49.56,77,162.6,886,underutilized
914,AWS,64,16,32,59.81,147,3331.4,1268,overutilized
915,GCP,4,2,8,59.76,92,326.2,673,underutilized
916,AWS,64,16,32,53.8,126,3329.4,1674,underutilized
917,AWS,8,2,8,41.64,59,486.2,731,underutilized
918,AWS,8,1,8,61.38,130,445.8,965,optimal
919,GCP,8,2,8,60.41,104,489.2,755,optimal
920,AWS,64,16,32,93.66,56,3317.4,1208,overutilized
921,GCP,2,1,8,86.4,45,203.6,967,overutilized
922,AWS,32,16,16,62.98,100,2029.6,1315,optimal
923,AWS,16,8,16,68.05,132,1053.8,844,optimal
924,GCP,1,1,8,81.25,40,163,843,overutilized
925,GCP,1,1,8,42.03,102,163,760,underutilized
926,GCP,4,2,8,89.06,79,325.8,753,overutilized
927,GCP,8,2,8,83.44,132,487,714,overutilized
928,On-prem,16,4,16,91.14,225,715.2,897,overutilized
929,AWS,4,1,8,59.06,57,284.2,909,underutilized
930,AWS,2,1,8,71.04,51,202.2,789,optimal
931,AWS,2,1,8,67.77,107,202.8,795,optimal
932,AWS,8,2,8,89.86,70,489.4,889,overutilized
933,On-prem,1,1,8,47.76,270,129.6,789,underutilized
934,AWS,64,16,32,46.84,86,3328.6,1228,underutilized
935,AWS,64,16,32,94.49,132,3337.2,1521,overutilized
936,GCP,2,1,8,80.07,82,203.2,767,overutilized
937,AWS,2,1,8,40.62,110,202,710,underutilized
938,GCP,8,1,8,42.7,126,447.6,882,underutilized
939,GCP,32,16,16,66.86,48,2021.4,1139,optimal
940,AWS,4,1,8,87.76,132,283.8,682,overutilized
941,AWS,32,16,16,86.9,135,2027.4,1034,overutilized
942,On-prem,1,1,8,65.61,274,129.6,647,optimal
943,GCP,16,4,16,87.23,95,891,1038,overutilized
944,AWS,2,1,8,60.99,130,203,775,optimal
945,GCP,2,1,8,64.75,78,202.8,680,optimal
946,GCP,2,1,8,56.61,135,202.6,794,underutilized
947,On-prem,16,8,16,56.13,107,847.8,853,underutilized
